	enrichment	p	FDR	nonNull	instanceCount	specificity	reliable
nimesulide	0.273770491803279	0.8457	0.934195189873418	0.5	4	0.847133757961783	FALSE
flumequine	0.485737704918033	0.21205	0.54533094302554	0.75	4	0.226950354609929	TRUE
gemfibrozil	0.32	0.58356	0.812593329798515	0.6	5	0.447154471544715	TRUE
oxymetazoline	0.361803278688525	0.56367	0.801133583061889	0.5	4	0.568493150684932	FALSE
chlorphenesin	-0.405245901639344	0.42057	0.726287770448549	0.5	4	0.592233009708738	FALSE
ethosuximide	0.391475409836066	0.46381	0.749539864197531	0.75	4	0.456521739130435	TRUE
aztreonam	-0.429508196721311	0.23618	0.580675347091933	0.2	5	0.165562913907285	FALSE
hydrastinine	-0.31344262295082	0.60903	0.826134994818653	0.4	5	0.6	FALSE
tolfenamic acid	-0.298032786885246	0.77517	0.909227177419355	0.25	4	0.811764705882353	FALSE
mefexamide	-0.661803278688525	0.02927	0.215249606741573	0.75	4	0.0402684563758389	TRUE
nifenazone	-0.457540983606557	0.17764	0.492649915254237	0.4	5	0.217105263157895	FALSE
metampicillin	-0.482622950819672	0.13532	0.437367604938272	0.2	5	0.318840579710145	FALSE
mafenide	-0.355409836065574	0.44906	0.744475132743363	0.2	5	0.547619047619048	FALSE
iproniazid	-0.552622950819672	0.05734	0.316700675105485	0.6	5	0.0970149253731343	TRUE
cloxacillin	-0.722622950819672	0.01151	0.122492601626016	0.75	4	0.0242424242424242	TRUE
pentoxifylline	-0.67327868852459	0.00929	0.110551	0.8	5	0.0373134328358209	TRUE
meclofenamic acid	-0.369672131147541	0.39875	0.715018835616438	0.4	5	0.60431654676259	FALSE
sulfathiazole	0.254918032786885	0.82806	0.92819390264731	0.6	5	0.824	TRUE
cimetidine	-0.238196721311475	0.87812	0.948200814814815	0.6	5	0.861313868613139	TRUE
troleandomycin	0.36344262295082	0.55799	0.796807407407407	0.5	4	0.552238805970149	FALSE
naphazoline	0.26655737704918	0.7886	0.91351982300885	0.6	5	0.7109375	TRUE
sulpiride	0.271639344262295	0.77083	0.909227177419355	0.6	5	0.724137931034483	TRUE
minaprine	-0.386393442622951	0.34511	0.683814503012048	0.2	5	0.39622641509434	FALSE
cinchocaine	0.448852459016393	0.1945	0.514344444444444	0.8	5	0.214876033057851	TRUE
amiloride	-0.356393442622951	0.44539	0.744475132743363	0.2	5	0.520833333333333	FALSE
levodopa	-0.302131147540984	0.65431	0.85746045	0.4	5	0.737373737373737	FALSE
doxylamine	0.427540983606557	0.24035	0.585292685185185	0.8	5	0.36	TRUE
pyrimethamine	0.279180327868852	0.74287	0.897891809787627	0.6	5	0.746913580246914	TRUE
ticlopidine	0.245737704918033	0.85708	0.937274619883041	0.6	5	0.844311377245509	TRUE
oxybuprocaine	0.312295081967213	0.72969	0.890034683426443	0.75	4	0.738805970149254	TRUE
miconazole	0.335245901639344	0.52439	0.775623175141243	0.6	5	0.557377049180328	TRUE
prednisone	-0.340327868852459	0.50487	0.76459598407281	0.2	5	0.563380281690141	FALSE
amprolium	0.322786885245902	0.57245	0.808346332254585	0.6	5	0.607692307692308	TRUE
idoxuridine	0.488196721311475	0.12736	0.430980831234257	0.8	5	0.18562874251497	TRUE
ethambutol	-0.232131147540984	0.89406	0.956929304987735	0.6	5	0.915730337078652	TRUE
hexamethonium bromide	0.400655737704918	0.30496	0.648451954765751	0.8	5	0.261904761904762	TRUE
dicycloverine	-0.310491803278689	0.62096	0.832119375639713	0.6	5	0.679389312977099	TRUE
oxetacaine	0.513114754098361	0.09452	0.384783293413174	0.8	5	0.121212121212121	TRUE
isoxsuprine	0.474918032786885	0.14723	0.4535916	0.6	5	0.0843373493975904	TRUE
hydrochlorothiazide	-0.518524590163934	0.08854	0.372665144694534	0.4	5	0.125714285714286	FALSE
captopril	-0.197213114754098	0.96469	0.986339605263158	0.4	5	0.984126984126984	FALSE
phenazone	-0.390327868852459	0.62029	0.832119375639713	0.333333333333333	3	0.699421965317919	FALSE
diflunisal	-0.274754098360656	0.75929	0.908986751592357	0.4	5	0.737623762376238	FALSE
amylocaine	-0.243770491803279	0.86247	0.940027668609492	0.6	5	0.846590909090909	TRUE
pheniramine	-0.288852459016393	0.70635	0.877911774193548	0.4	5	0.746987951807229	FALSE
acebutolol	-0.525901639344262	0.08114	0.35841037037037	0.4	5	0.0654761904761905	FALSE
diphemanil metilsulfate	-0.497704918032787	0.11373	0.412226519337017	0.4	5	0.110344827586207	FALSE
sulfaguanidine	-0.160819672131148	0.99629	0.99724	0.6	5	0.989247311827957	TRUE
minoxidil	-0.252622950819672	0.83583	0.930575969517358	0.4	5	0.870056497175141	FALSE
4-hydroxyphenazone	-0.372786885245902	0.38882	0.710255732217573	0.6	5	0.372670807453416	TRUE
niclosamide	0.38344262295082	0.35429	0.691155901639344	0.4	5	0.701570680628272	FALSE
lidocaine	-0.32672131147541	0.55758	0.796807407407407	0.4	5	0.525423728813559	FALSE
tolazoline	-0.426885245901639	0.2421	0.585306549815498	0.4	5	0.254901960784314	FALSE
tolnaftate	-0.642459016393443	0.01549	0.15019562962963	0.8	5	0.0588235294117647	TRUE
trimethobenzamide	-0.66327868852459	0.01095	0.12067	0.4	5	0.0604026845637584	FALSE
metronidazole	-0.573934426229508	0.04313	0.27013	0.8	5	0.206896551724138	TRUE
khellin	-0.703770491803279	0.00531	0.0739445744680851	0.8	5	0.0205479452054795	TRUE
apomorphine	-0.207049180327869	0.94844	0.979900662983425	0.4	5	0.966666666666667	FALSE
naloxone	0.254972677595628	0.74787	0.899736161616162	0.5	6	0.756302521008403	FALSE
bromocriptine	0.386229508196721	0.34572	0.683814503012048	0.6	5	0.475177304964539	TRUE
glipizide	-0.439016393442623	0.21468	0.549933698630137	0.6	5	0.230769230769231	TRUE
erythromycin	-0.254426229508197	0.82995	0.92819390264731	0.4	5	0.801204819277108	FALSE
cotinine	0.327704918032787	0.44204	0.740883943661972	0.5	6	0.409090909090909	FALSE
zimeldine	0.576885245901639	0.04134	0.269334731707317	1	5	0.0692307692307692	TRUE
amoxapine	0.291639344262295	0.69568	0.877911774193548	0.6	5	0.698717948717949	TRUE
metolazone	-0.530983606557377	0.0758	0.348975763888889	0.6	5	0.0837988826815642	TRUE
metanephrine	-0.289836065573771	0.70237	0.877911774193548	0.6	5	0.732484076433121	TRUE
loxapine	0.406065573770492	0.41806	0.726261558784676	0.75	4	0.484042553191489	TRUE
dipyridamole	0.31672131147541	0.48361	0.758138311377245	0.666666666666667	6	0.664429530201342	TRUE
oleandomycin	0.405081967213115	0.29366	0.633279967051071	0.8	5	0.28125	TRUE
edrophonium chloride	0.17672131147541	0.98927	0.995353136049193	0.6	5	0.981818181818182	TRUE
azacyclonol	-0.587704918032787	0.03535	0.246133776595745	0.4	5	0.0588235294117647	FALSE
cyproheptadine	0.225409836065574	0.91035	0.962526701612903	0.4	5	0.919354838709677	FALSE
ciprofloxacin	-0.405245901639344	0.29317	0.633279967051071	0.6	5	0.360655737704918	TRUE
dehydrocholic acid	-0.533770491803279	0.07306	0.345254657039711	0.2	5	0.0434782608695652	FALSE
hydroxyzine	-0.280491803278689	0.73816	0.894451072088725	0.4	5	0.777777777777778	FALSE
chlorhexidine	-0.550163934426229	0.05925	0.323463636363636	0.2	5	0.105263157894737	FALSE
midecamycin	0.196885245901639	0.96547	0.986339605263158	0.6	5	0.991596638655462	TRUE
moroxydine	-0.326393442622951	0.5588	0.796807407407407	0.4	5	0.748502994011976	FALSE
famotidine	-0.325573770491803	0.56142	0.79880302173913	0.2	5	0.52247191011236	FALSE
ampicillin	-0.358032786885246	0.57637	0.809354	0.5	4	0.540880503144654	FALSE
hesperetin	0.478196721311475	0.14251	0.452349830508475	0.8	5	0.105691056910569	TRUE
diltiazem	0.61655737704918	0.02304	0.180703964497041	1	5	0.00833333333333333	TRUE
loperamide	0.250109289617486	0.76874	0.909227177419355	0.666666666666667	6	0.893939393939394	TRUE
josamycin	-0.255409836065574	0.82646	0.92819390264731	0.4	5	0.866666666666667	FALSE
baclofen	-0.332295081967213	0.53544	0.781060934371524	0.4	5	0.476190476190476	FALSE
lynestrenol	-0.263934426229508	0.79776	0.917331611208406	0.4	5	0.721804511278195	FALSE
danazol	0.442622950819672	0.3114	0.654251061806656	0.75	4	0.248484848484848	TRUE
perphenazine	0.385901639344262	0.3468	0.683814503012048	0.4	5	0.695876288659794	FALSE
chlortetracycline	-0.319344262295082	0.58608	0.812689322033898	0.6	5	0.584474885844749	TRUE
aciclovir	-0.421693989071038	0.17522	0.490079552238806	0.5	6	0.357615894039735	FALSE
guanabenz	-0.635901639344262	0.01717	0.155003655172414	0.8	5	0.131782945736434	TRUE
lisuride	-0.811967213114754	0.00047	0.010085737704918	1	5	0.00819672131147541	TRUE
glibenclamide	0.557868852459016	0.10783	0.4032842	0.75	4	0.0973451327433628	TRUE
albendazole	0.633606557377049	0.10169	0.3915065	1	3	0.168604651162791	TRUE
labetalol	0.462950819672131	0.26082	0.596876538461538	0.75	4	0.236994219653179	TRUE
oxybutynin	0.370655737704918	0.53221	0.779264977628635	0.75	4	0.576158940397351	TRUE
benzydamine	0.307868852459016	0.74418	0.898268103130755	0.5	4	0.774834437086093	FALSE
oxytetracycline	0.470601092896175	0.40455	0.715021376518219	0.666666666666667	3	0.409722222222222	TRUE
guanethidine	0.536393442622951	0.2525	0.595559621621622	1	3	0.168	TRUE
clonidine	0.265245901639344	0.86855	0.943380140845071	0.5	4	0.858757062146893	FALSE
antazoline	-0.378524590163934	0.50528	0.76459598407281	0.25	4	0.591194968553459	FALSE
vinpocetine	0.34344262295082	0.6253	0.836238837920489	0.75	4	0.577235772357724	TRUE
cinnarizine	0.433934426229508	0.33594	0.675492258064516	0.75	4	0.286764705882353	TRUE
spiperone	0.508196721311475	0.48315	0.758138311377245	0.5	2	0.611111111111111	FALSE
fipexide	0.237049180327869	0.9838	0.99327565921357	0.666666666666667	3	0.969465648854962	TRUE
pimozide	0.396229508196721	0.44939	0.744475132743363	0.25	4	0.668341708542714	FALSE
mepacrine	0.553114754098361	0.39959	0.715021376518219	1	2	0.453125	TRUE
bupropion	0.351147540983607	0.59964	0.820785402298851	0.75	4	0.598591549295775	TRUE
etacrynic acid	0.532295081967213	0.26073	0.596876538461538	1	3	0.36551724137931	TRUE
clomipramine	0.469344262295082	0.24651	0.589911499085923	0.5	4	0.541436464088398	FALSE
methylprednisolone	0.265573770491803	0.8676	0.943380140845071	0.5	4	0.849624060150376	FALSE
mepyramine	0.341475409836066	0.63174	0.840393963414634	0.75	4	0.618055555555556	TRUE
mifepristone	-0.209672131147541	0.98043	0.991795108191654	0.5	4	0.974683544303797	FALSE
amodiaquine	-0.474262295081967	0.2355	0.580545197740113	0.5	4	0.300653594771242	FALSE
alprenolol	-0.528524590163934	0.14496	0.453288	0.75	4	0.129353233830846	TRUE
praziquantel	0.279508196721311	0.82996	0.92819390264731	0.5	4	0.888157894736842	FALSE
fendiline	-0.289781420765027	0.91054	0.962526701612903	0.333333333333333	3	0.952380952380952	FALSE
sulfinpyrazone	0.457377049180328	0.27413	0.616556993127148	0.75	4	0.196581196581197	TRUE
diperodon	0.381748633879781	0.64407	0.852238333333333	0.666666666666667	3	0.568306010928962	TRUE
mebeverine	-0.352950819672131	0.59322	0.818256037934668	0.25	4	0.577380952380952	FALSE
streptomycin	-0.511803278688525	0.16786	0.480443013100437	0.5	4	0.260606060606061	FALSE
tremorine	0.33344262295082	0.65883	0.858886348258707	0.75	4	0.56989247311828	TRUE
furosemide	-0.386229508196721	0.48009	0.758067322074789	0.5	4	0.553956834532374	FALSE
chlortalidone	-0.723606557377049	0.01132	0.121458032786885	0.75	4	0.00591715976331361	TRUE
bambuterol	-0.574918032786885	0.08975	0.376547275641026	0.5	4	0.0864197530864197	FALSE
ketotifen	-0.444754098360656	0.30597	0.648451954765751	0.5	4	0.483606557377049	FALSE
terbutaline	0.400819672131148	0.43425	0.735083729032258	0.5	4	0.384146341463415	FALSE
alfuzosin	0.471147540983607	0.15339	0.457317	0.8	5	0.078125	TRUE
practolol	0.420655737704918	0.37364	0.6987068	0.5	4	0.367521367521368	FALSE
methapyrilene	0.362459016393443	0.56098	0.79880302173913	0.5	4	0.466165413533835	FALSE
dobutamine	-0.272786885245902	0.84847	0.93420395465995	0.25	4	0.855072463768116	FALSE
betamethasone	-0.430765027322404	0.50829	0.76459598407281	0.333333333333333	3	0.430555555555556	FALSE
debrisoquine	-0.452622950819672	0.2852	0.625338023450586	0.5	4	0.224242424242424	FALSE
betaxolol	0.229672131147541	0.95343	0.982708559055118	0.5	4	0.956896551724138	FALSE
ketanserin	0.440819672131148	0.31633	0.655183496835443	0.5	4	0.301587301587302	FALSE
zidovudine	0.245573770491803	0.91773	0.962586995192308	0.5	4	0.938650306748466	FALSE
desipramine	-0.3	0.76889	0.909227177419355	0.5	4	0.819672131147541	FALSE
enoxacin	0.284590163934426	0.81567	0.925015333333333	0.75	4	0.806666666666667	TRUE
methotrexate	0.176639344262295	0.92887	0.97038374301676	0.625	8	0.951807228915663	TRUE
nicardipine	0.318524590163934	0.70946	0.878602781456954	0.75	4	0.636942675159236	TRUE
hemicholinium	0.27672131147541	0.83743	0.930575969517358	0.75	4	0.818181818181818	TRUE
phenylpropanolamine	-0.247377049180328	0.91278	0.962586995192308	0.25	4	0.878787878787879	FALSE
sulfafurazole	0.374590163934426	0.38187	0.704043164556962	0.8	5	0.566176470588235	TRUE
clorgiline	0.289836065573771	0.79961	0.917331611208406	0.75	4	0.887700534759358	TRUE
clopamide	-0.353606557377049	0.59099	0.816039989451477	0.25	4	0.607954545454545	FALSE
metergoline	-0.424262295081967	0.36302	0.694726871345029	0.25	4	0.330434782608696	FALSE
methylergometrine	0.708196721311475	0.01445	0.144386666666667	1	4	0.013986013986014	TRUE
kanamycin	0.221147540983607	0.96719	0.986339605263158	0.5	4	0.97841726618705	FALSE
ascorbic acid	0.37983606557377	0.50114	0.762781697674419	0.5	4	0.5	FALSE
zaprinast	-0.48327868852459	0.21689	0.551279631067961	0.25	4	0.245398773006135	FALSE
clenbuterol	-0.207540983606557	0.94762	0.979900662983425	0.4	5	0.940397350993378	FALSE
hycanthone	-0.549672131147541	0.11768	0.415079677419355	0.5	4	0.176470588235294	FALSE
brinzolamide	-0.714918032786885	0.01317	0.135744330708661	0.75	4	0.0324324324324324	TRUE
metitepine	-0.239180327868852	0.93374	0.973141449044586	0.5	4	0.973913043478261	FALSE
amikacin	0.447213114754098	0.29969	0.64205271685761	0.75	4	0.20353982300885	TRUE
methyldopa	-0.230491803278689	0.89785	0.958565350162866	0.6	5	0.950819672131147	TRUE
chlormezanone	-0.40327868852459	0.42664	0.730983979057592	0.5	4	0.4	FALSE
maprotiline	-0.697868852459016	0.01702	0.154716527777778	0.5	4	0.0168067226890756	FALSE
adenosine phosphate	-0.298524590163934	0.77369	0.909227177419355	0.5	4	0.781456953642384	FALSE
ambroxol	-0.452950819672131	0.28449	0.625338023450586	0.5	4	0.49685534591195	FALSE
clofazimine	-0.410983606557377	0.27871	0.619039610829103	0.4	5	0.461538461538462	FALSE
vanoxerine	0.355901639344262	0.58323	0.812593329798515	0.25	4	0.680628272251309	FALSE
etoposide	-0.381967213114754	0.49405	0.762781697674419	0.25	4	0.581196581196581	FALSE
cefoperazone	-0.503551912568306	0.32439	0.662443853354134	0.666666666666667	3	0.277777777777778	TRUE
8-azaguanine	0.591147540983607	0.07466	0.348585302491103	0.75	4	0.372781065088757	TRUE
meticrane	0.661967213114754	0.01125	0.121458032786885	0.8	5	0.0560747663551402	TRUE
sulfaphenazole	0.491147540983607	0.20197	0.526254433399602	0.75	4	0.146788990825688	TRUE
procaine	0.543770491803279	0.06421	0.3283237890625	0.8	5	0.104347826086957	TRUE
metrifonate	0.424262295081967	0.24774	0.590754303797468	0.8	5	0.094017094017094	TRUE
morantel	0.659016393442623	0.01179	0.12346488	0.8	5	0.0196078431372549	TRUE
todralazine	0.388852459016393	0.33743	0.6764102143951	0.8	5	0.258064516129032	TRUE
allantoin	0.390491803278689	0.33297	0.673145169753086	0.6	5	0.18978102189781	TRUE
benzonatate	0.378524590163934	0.37013	0.6987068	0.6	5	0.214814814814815	TRUE
dexpanthenol	0.460983606557377	0.26567	0.600625267702936	0.75	4	0.204379562043796	TRUE
epirizole	0.462131147540984	0.16921	0.482561851851852	0.8	5	0.104347826086957	TRUE
moxisylyte	0.269016393442623	0.78015	0.909364514692787	0.6	5	0.727272727272727	TRUE
homatropine	-0.450983606557377	0.19029	0.510054928425358	0.6	5	0.272151898734177	TRUE
imipramine	0.441311475409836	0.31538	0.654251061806656	0.5	4	0.325714285714286	FALSE
acetazolamide	0.38327868852459	0.48959	0.760462230130486	0.5	4	0.389312977099237	FALSE
hydroflumethiazide	0.296393442622951	0.67683	0.868868	0.6	5	0.584745762711864	TRUE
sulfadiazine	0.200163934426229	0.95968	0.986038103448276	0.6	5	0.918032786885246	TRUE
diprophylline	0.19672131147541	0.96557	0.986339605263158	0.6	5	0.987577639751553	TRUE
betazole	0.360819672131148	0.42996	0.734422385919166	0.8	5	0.378698224852071	TRUE
triflupromazine	-0.568524590163934	0.09624	0.384783293413174	0.5	4	0.0603448275862069	FALSE
sulfacetamide	-0.252786885245902	0.89894	0.958565350162866	0.5	4	0.876923076923077	FALSE
noretynodrel	-0.539180327868853	0.13058	0.430980831234257	0.5	4	0.132352941176471	FALSE
triamterene	-0.418032786885246	0.26213	0.597784268292683	0.4	5	0.257668711656442	FALSE
isoxicam	-0.489508196721311	0.12545	0.430980831234257	0.6	5	0.385135135135135	TRUE
mefenamic acid	-0.315901639344262	0.59955	0.820785402298851	0.6	5	0.490566037735849	TRUE
atracurium besilate	-0.37	0.67702	0.868868	0.333333333333333	3	0.733812949640288	FALSE
heptaminol	-0.717704918032787	0.00397	0.05905375	0.8	5	0.0273972602739726	TRUE
thiamphenicol	-0.847868852459016	0.00015	0.00357	1	5	0.00666666666666667	TRUE
dapsone	-0.411311475409836	0.2777	0.619039610829103	0.4	5	0.519083969465649	FALSE
naproxen	-0.437158469945355	0.04374	0.272408483412322	0.666666666666667	9	0.143790849673203	TRUE
acetohexamide	-0.378852459016393	0.5042	0.76459598407281	0.5	4	0.48951048951049	FALSE
diphenhydramine	-0.730327868852459	0.00312	0.04862	0.8	5	0.0148148148148148	TRUE
adiphenine	-0.975573770491803	0	0	1	5	0	TRUE
piracetam	0.301311475409836	0.76514	0.909227177419355	0.25	4	0.675675675675676	FALSE
molsidomine	0.32672131147541	0.68174	0.872333978494624	0.75	4	0.67515923566879	TRUE
dirithromycin	0.459508196721311	0.43299	0.735083729032258	0.666666666666667	3	0.287878787878788	TRUE
dosulepin	0.342131147540984	0.62952	0.838292655137335	0.25	4	0.753846153846154	FALSE
artemisinin	0.459289617486339	0.43367	0.735083729032258	0.666666666666667	3	0.424657534246575	TRUE
budesonide	0.528196721311475	0.14544	0.453288	1	4	0.201612903225806	TRUE
triflusal	0.659672131147541	0.07866	0.352757568493151	1	3	0.239316239316239	TRUE
phenindione	0.567049180327869	0.09786	0.384783293413174	1	4	0.078740157480315	TRUE
chloroquine	0.496229508196721	0.19281	0.511943793103448	0.75	4	0.154411764705882	TRUE
gliclazide	0.425737704918033	0.35874	0.694726871345029	0.75	4	0.598214285714286	TRUE
ceftazidime	-0.443387978142076	0.47474	0.755104643288996	0.666666666666667	3	0.345911949685535	TRUE
propafenone	0.529344262295082	0.14394	0.453288	1	4	0.286666666666667	TRUE
bromperidol	0.541584699453552	0.24235	0.585306549815498	0.666666666666667	3	0.267123287671233	TRUE
imipenem	0.462950819672131	0.26082	0.596876538461538	0.75	4	0.320610687022901	TRUE
mesoridazine	0.3	0.76889	0.909227177419355	0.25	4	0.682170542635659	FALSE
thiocolchicoside	0.294590163934426	0.78521	0.912014099378882	0.75	4	0.797297297297297	TRUE
trimetazidine	0.350655737704918	0.60088	0.821035407098121	0.5	4	0.6796875	FALSE
Prestwick-559	0.655573770491803	0.08189	0.359145966666667	1	3	0.162162162162162	TRUE
iobenguane	0.465901639344262	0.25396	0.595759211469534	0.75	4	0.19811320754717	TRUE
etamivan	0.488524590163934	0.20678	0.533875779092702	0.75	4	0.151785714285714	TRUE
cyclizine	-0.36	0.56997	0.806584572972973	0.5	4	0.602484472049689	FALSE
Trolox C	0.424754098360656	0.36159	0.694726871345029	0.25	4	0.235772357723577	FALSE
clorsulon	-0.314426229508197	0.72268	0.887418499061914	0.5	4	0.830985915492958	FALSE
parthenolide	-0.571475409836066	0.09324	0.384783293413174	0.75	4	0.386206896551724	TRUE
prenylamine	0.272950819672131	0.84789	0.93420395465995	0.75	4	0.931372549019608	TRUE
tubocurarine chloride	0.589508196721311	0.07614	0.348975763888889	1	4	0.0521739130434783	TRUE
tetracaine	-0.578306010928962	0.17559	0.490079552238806	0.666666666666667	3	0.197183098591549	TRUE
hydrastine hydrochloride	0.41655737704918	0.38618	0.707006461538462	0.5	4	0.277372262773723	FALSE
laudanosine	0.380983606557377	0.49728	0.762781697674419	0.5	4	0.387596899224806	FALSE
scoulerine	-0.332622950819672	0.66164	0.860781241310824	0.5	4	0.672268907563025	FALSE
10-methoxyharmalan	-0.458360655737705	0.27163	0.611985662650602	0.25	4	0.173913043478261	FALSE
thiamine	-0.462622950819672	0.42474	0.729638661417323	0.333333333333333	3	0.478723404255319	FALSE
dihydroergocristine	-0.44	0.31877	0.658154463722397	0.25	4	0.453846153846154	FALSE
mometasone	-0.572622950819672	0.09201	0.382352666666667	0.25	4	0.0683760683760684	FALSE
lobelanidine	-0.56672131147541	0.09818	0.384783293413174	0.5	4	0.0858895705521472	FALSE
raubasine	-0.463770491803279	0.259	0.596876538461538	0.25	4	0.171974522292994	FALSE
ajmaline	-0.60672131147541	0.13292	0.431581188118812	0.666666666666667	3	0.368794326241135	TRUE
harmol	-0.748360655737705	0.00789	0.098362	0.75	4	0.0491803278688525	TRUE
stachydrine	-0.600327868852459	0.06668	0.333182172284644	0.25	4	0.01875	FALSE
dipivefrine	0.432131147540984	0.34087	0.679145859969559	0.5	4	0.18125	FALSE
noscapine	-0.412950819672131	0.39659	0.715018835616438	0.5	4	0.289855072463768	FALSE
tomatidine	0.542459016393443	0.12649	0.430980831234257	0.75	4	0.13013698630137	TRUE
papaverine	0.278032786885246	0.83391	0.929802546848382	0.75	4	0.784313725490196	TRUE
tetrahydroalstonine	-0.397049180327869	0.44661	0.744475132743363	0.25	4	0.358108108108108	FALSE
monocrotaline	0.381147540983607	0.49677	0.762781697674419	0.75	4	0.472	TRUE
harmine	0.314918032786885	0.72149	0.887418499061914	0.5	4	0.847328244274809	FALSE
pyridoxine	0.463770491803279	0.259	0.596876538461538	0.75	4	0.316546762589928	TRUE
syrosingopine	-0.285245901639344	0.81366	0.923747562879445	0.5	4	0.845360824742268	FALSE
dacarbazine	0.43344262295082	0.33712	0.6764102143951	0.75	4	0.436974789915966	TRUE
piperlongumine	0.405901639344262	0.8074	0.920632926829268	0.5	2	0.857142857142857	FALSE
ellipticine	0.568524590163934	0.09624	0.384783293413174	0.75	4	0.397790055248619	TRUE
cytisine	-0.373934426229508	0.52107	0.771969423076923	0.25	4	0.503311258278146	FALSE
riboflavin	0.539180327868853	0.13058	0.430980831234257	1	4	0.190082644628099	TRUE
atropine	0.552295081967213	0.11447	0.412317068493151	0.75	4	0.153225806451613	TRUE
ipratropium bromide	0.591311475409836	0.15511	0.458415337837838	1	3	0.216216216216216	TRUE
lobeline	-0.324426229508197	0.68937	0.874396808510638	0.25	4	0.630681818181818	FALSE
calycanthine	-0.530327868852459	0.14272	0.452349830508475	0.5	4	0.104895104895105	FALSE
hydrocotarnine	0.55672131147541	0.1093	0.406674957746479	1	4	0.161538461538462	TRUE
"1,4-chrysenequinone"	0.474262295081967	0.59914	0.820785402298851	0.5	2	0.760869565217391	FALSE
pseudopelletierine	0.321147540983607	0.70059	0.877911774193548	0.25	4	0.669724770642202	FALSE
hydroquinine	-0.377213114754098	0.50983	0.76459598407281	0.5	4	0.624113475177305	FALSE
physostigmine	0.288032786885246	0.80546	0.920632926829268	0.5	4	0.65359477124183	FALSE
acepromazine	0.414426229508197	0.39208	0.713814631432545	0.75	4	0.448529411764706	TRUE
berberine	0.60672131147541	0.06158	0.325666532258065	1	4	0.0642857142857143	TRUE
convolamine	-0.376229508196721	0.51343	0.76459598407281	0.75	4	0.52972972972973	TRUE
cinchonidine	-0.17655737704918	0.99724	0.99724	0.5	4	1	FALSE
demecarium bromide	-0.302459016393443	0.76167	0.908986751592357	0.5	4	0.895348837209302	FALSE
racecadotril	-0.424918032786885	0.36111	0.694726871345029	0.5	4	0.363057324840764	FALSE
epivincamine	-0.230655737704918	0.95192	0.981925358550039	0.5	4	0.954773869346734	FALSE
aconitine	-0.494426229508197	0.19604	0.515389238476954	0.5	4	0.20125786163522	FALSE
(+)-chelidonine	-0.21655737704918	0.97337	0.986339605263158	0.5	4	0.976923076923077	FALSE
isocorydine	-0.60655737704918	0.0617	0.325666532258065	0.5	4	0.0204081632653061	FALSE
vinburnine	-0.330655737704918	0.66869	0.865791503461919	0.25	4	0.673758865248227	FALSE
quipazine	-0.375901639344262	0.51436	0.7651105	0.5	4	0.553459119496855	FALSE
folic acid	-0.583934426229508	0.08101	0.35841037037037	0.75	4	0.191176470588235	TRUE
chloramphenicol	0.639016393442623	0.04034	0.269334731707317	1	4	0.0486111111111111	TRUE
isoflupredone	-0.941803278688525	3e-04	0.00677068965517241	1	3	0.0166666666666667	TRUE
canrenoic acid	0.490327868852459	0.20332	0.528067222222222	0.75	4	0.198473282442748	TRUE
ursolic acid	-0.426065573770492	0.35773	0.694726871345029	0.25	4	0.467153284671533	FALSE
gentamicin	-0.735409836065574	0.00961	0.112316875	0.75	4	0.0855263157894737	TRUE
methocarbamol	0.447978142076503	0.46236	0.748961582200247	0.666666666666667	3	0.298387096774194	TRUE
aceclofenac	-0.409344262295082	0.40757	0.716119637583893	0.5	4	0.424242424242424	FALSE
retrorsine	0.518032786885246	0.15942	0.465380111358575	0.75	4	0.125	TRUE
rescinnamine	0.270765027322404	0.94523	0.979900662983425	0.666666666666667	3	0.978947368421053	TRUE
galantamine	0.501475409836066	0.1841	0.502056041666667	0.75	4	0.15625	TRUE
xylazine	0.349508196721311	0.60474	0.822386386292835	0.75	4	0.672131147540984	TRUE
cinchonine	-0.361475409836066	0.56474	0.801783796095445	0.25	4	0.771604938271605	FALSE
sparteine	0.300491803278689	0.7674	0.909227177419355	0.5	4	0.820143884892086	FALSE
conessine	-0.271639344262295	0.85163	0.93522119966443	0.5	4	0.846153846153846	FALSE
co-dergocrine mesilate	-0.51344262295082	0.16555	0.478377373068433	0.5	4	0.318181818181818	FALSE
palmatine	0.496229508196721	0.19281	0.511943793103448	0.75	4	0.0909090909090909	TRUE
bicuculline	0.385901639344262	0.48085	0.758138311377245	0.5	4	0.407407407407407	FALSE
seneciphylline	0.320819672131148	0.70139	0.877911774193548	0.5	4	0.668918918918919	FALSE
canavanine	0.403715846994535	0.58415	0.812593329798515	0.666666666666667	3	0.495726495726496	TRUE
diflorasone	0.452622950819672	0.28505	0.625338023450586	0.75	4	0.271523178807947	TRUE
gramine	0.413606557377049	0.39483	0.713857002762431	0.75	4	0.286821705426357	TRUE
protoveratrine A	0.512131147540984	0.16736	0.480443013100437	0.75	4	0.111111111111111	TRUE
emetine	-0.415573770491803	0.38904	0.710255732217573	0.75	4	0.782352941176471	TRUE
trimethylcolchicinic acid	0.451147540983607	0.28956	0.631238569051581	0.75	4	0.221518987341772	TRUE
yohimbic acid	-0.664754098360656	0.07483	0.348585302491103	0.666666666666667	3	0.194117647058824	TRUE
boldine	0.202459016393443	0.98653	0.994235381062356	0.5	4	1	FALSE
