	enrichment	p	FDR	nonNull	instanceCount	specificity	reliable
nimesulide	0.306065573770492	0.74976	0.951822814601345	0.5	4	0.726114649681529	FALSE
flumequine	-0.338360655737705	0.64249	0.912021666666667	0.25	4	0.631578947368421	FALSE
gemfibrozil	-0.378032786885246	0.37132	0.81416730318258	0.4	5	0.476190476190476	FALSE
oxymetazoline	0.453934426229508	0.28212	0.764279325153374	0.25	4	0.280821917808219	FALSE
chlorphenesin	-0.658852459016393	0.03044	0.34342	0.75	4	0.0436893203883495	TRUE
ethosuximide	-0.395737704918033	0.45064	0.847822129760226	0.5	4	0.459770114942529	FALSE
aztreonam	-0.346393442622951	0.48192	0.857279864682003	0.4	5	0.463576158940397	FALSE
hydrastinine	-0.257377049180328	0.81962	0.966894262589928	0.4	5	0.829268292682927	FALSE
tolfenamic acid	-0.383114754098361	0.49014	0.86198261682243	0.5	4	0.552941176470588	FALSE
mefexamide	-0.359672131147541	0.57112	0.891537194412107	0.5	4	0.577181208053691	FALSE
nifenazone	-0.376065573770492	0.37788	0.819463510466989	0.6	5	0.407894736842105	TRUE
metampicillin	-0.313114754098361	0.61056	0.902057607223476	0.4	5	0.797101449275362	FALSE
mafenide	-0.320655737704918	0.58054	0.891537194412107	0.4	5	0.636904761904762	FALSE
iproniazid	0.217868852459016	0.92665	0.980585974130962	0.4	5	0.966292134831461	FALSE
cloxacillin	-0.535901639344262	0.13508	0.638172688172043	0.25	4	0.260606060606061	FALSE
pentoxifylline	-0.317868852459016	0.59167	0.895527721518987	0.2	5	0.73134328358209	FALSE
meclofenamic acid	-0.388524590163934	0.33862	0.785910602836879	0.4	5	0.546762589928058	FALSE
sulfathiazole	0.397540983606557	0.31388	0.782256435272045	0.2	5	0.288	FALSE
cimetidine	0.335901639344262	0.52201	0.876039858974359	0.6	5	0.508571428571429	TRUE
troleandomycin	-0.428524590163934	0.35078	0.797171909722222	0.25	4	0.426966292134831	FALSE
naphazoline	-0.306393442622951	0.63768	0.912021666666667	0.2	5	0.66304347826087	FALSE
sulpiride	-0.365901639344262	0.41151	0.833530923076923	0.4	5	0.438775510204082	FALSE
minaprine	-0.376393442622951	0.37693	0.819463510466989	0.6	5	0.419811320754717	TRUE
cinchocaine	-0.410491803278689	0.2797	0.764279325153374	0.2	5	0.450261780104712	FALSE
amiloride	0.34	0.50626	0.866575111111111	0.4	5	0.441666666666667	FALSE
levodopa	-0.378688524590164	0.36949	0.81416730318258	0.4	5	0.505050505050505	FALSE
doxylamine	0.238852459016393	0.87611	0.971422713567839	0.4	5	0.888	FALSE
pyrimethamine	0.322786885245902	0.57245	0.891537194412107	0.2	5	0.598765432098765	FALSE
ticlopidine	0.358524590163934	0.43831	0.840385666178624	0.6	5	0.467065868263473	TRUE
oxybuprocaine	-0.312622950819672	0.72841	0.947949287128713	0.5	4	0.786516853932584	FALSE
miconazole	0.326885245901639	0.55696	0.891537194412107	0.6	5	0.595628415300546	TRUE
prednisone	0.347377049180328	0.47821	0.857279864682003	0.4	5	0.582352941176471	FALSE
amprolium	0.315573770491803	0.60068	0.897395535307517	0.4	5	0.669230769230769	FALSE
idoxuridine	0.424918032786885	0.24665	0.764279325153374	0.6	5	0.281437125748503	TRUE
ethambutol	-0.236885245901639	0.88146	0.971422713567839	0.4	5	0.910112359550562	FALSE
hexamethonium bromide	-0.248196721311475	0.84998	0.969590196917808	0.2	5	0.924731182795699	FALSE
dicycloverine	-0.322786885245902	0.57231	0.891537194412107	0.2	5	0.648854961832061	FALSE
oxetacaine	0.474590163934426	0.14782	0.661712857142857	0.6	5	0.224242424242424	TRUE
isoxsuprine	0.357377049180328	0.44229	0.845193591240876	0.6	5	0.409638554216867	TRUE
hydrochlorothiazide	0.286393442622951	0.71583	0.946667746478873	0.4	5	0.722627737226277	FALSE
captopril	0.242786885245902	0.86506	0.969590196917808	0.2	5	0.869918699186992	FALSE
phenazone	-0.433114754098361	0.50232	0.865180105263158	0	3	0.61849710982659	FALSE
diflunisal	0.460491803278689	0.17202	0.673060447761194	0.6	5	0.0363636363636364	TRUE
amylocaine	-0.577540983606557	0.04104	0.39529875	0.4	5	0.0454545454545455	FALSE
pheniramine	-0.194754098360656	0.96918	0.991219796875	0.4	5	0.981927710843373	FALSE
acebutolol	-0.313114754098361	0.61056	0.902057607223476	0.4	5	0.607142857142857	FALSE
diphemanil metilsulfate	0.537377049180328	0.06992	0.487789015544041	0.6	5	0.0710059171597633	TRUE
sulfaguanidine	-0.235409836065574	0.8856	0.971422713567839	0.4	5	0.93010752688172	FALSE
minoxidil	-0.231311475409836	0.8958	0.97634794892916	0.4	5	0.909604519774011	FALSE
4-hydroxyphenazone	0.327049180327869	0.55596	0.891537194412107	0.2	5	0.549668874172185	FALSE
niclosamide	0.401311475409836	0.3034	0.780256581532417	0.4	5	0.664921465968586	FALSE
lidocaine	0.392786885245902	0.32709	0.784816666666667	0.6	5	0.274074074074074	TRUE
tolazoline	-0.387868852459016	0.34084	0.786877530864198	0.4	5	0.34640522875817	FALSE
tolnaftate	-0.365573770491803	0.41285	0.833530923076923	0.4	5	0.568627450980392	FALSE
trimethobenzamide	0.388852459016393	0.33781	0.785910602836879	0.6	5	0.638036809815951	TRUE
metronidazole	0.337540983606557	0.51501	0.869868503225806	0.4	5	0.754491017964072	FALSE
khellin	-0.574098360655738	0.0431	0.402985	0.8	5	0.123287671232877	TRUE
apomorphine	-0.41655737704918	0.26534	0.764279325153374	0.4	5	0.35	FALSE
naloxone	-0.49431693989071	0.07083	0.487789015544041	0.5	6	0.139896373056995	FALSE
bromocriptine	-0.49672131147541	0.11484	0.598906613545817	0.2	5	0.204678362573099	FALSE
glipizide	0.398032786885246	0.31277	0.782256435272045	0.2	5	0.223776223776224	FALSE
erythromycin	-0.376885245901639	0.37506	0.819463510466989	0.6	5	0.325301204819277	TRUE
cotinine	-0.261803278688525	0.71983	0.946992432160804	0.333333333333333	6	0.839285714285714	FALSE
zimeldine	-0.308032786885246	0.63124	0.912021666666667	0.2	5	0.846153846153846	FALSE
amoxapine	0.368196721311475	0.40334	0.833530923076923	0.6	5	0.442307692307692	TRUE
metolazone	-0.485245901639344	0.13156	0.635468782287823	0.6	5	0.156424581005587	TRUE
metanephrine	-0.22672131147541	0.90722	0.977408213991769	0.4	5	0.929936305732484	FALSE
loxapine	0.290491803278689	0.79757	0.95790664845173	0.25	4	0.835106382978723	FALSE
dipyridamole	-0.590382513661202	0.01578	0.208646666666667	0.833333333333333	6	0.0797546012269939	TRUE
oleandomycin	0.212295081967213	0.93843	0.983433	0.4	5	0.953125	FALSE
edrophonium chloride	-0.242950819672131	0.86452	0.969590196917808	0.4	5	0.896039603960396	FALSE
azacyclonol	-0.821147540983607	0.00036	0.0079871186440678	1	5	0	TRUE
cyproheptadine	-0.416229508196721	0.26611	0.764279325153374	0.4	5	0.198412698412698	FALSE
ciprofloxacin	-0.417704918032787	0.26254	0.764279325153374	0.4	5	0.311475409836066	FALSE
dehydrocholic acid	-0.240655737704918	0.87068	0.969917797619048	0.4	5	0.78804347826087	FALSE
hydroxyzine	0.346393442622951	0.48149	0.857279864682003	0.4	5	0.352201257861635	FALSE
chlorhexidine	0.354262295081967	0.45349	0.847822129760226	0.2	5	0.575418994413408	FALSE
midecamycin	-0.338032786885246	0.51373	0.869868503225806	0.6	5	0.569948186528497	TRUE
moroxydine	0.245573770491803	0.85741	0.969590196917808	0.2	5	0.910344827586207	FALSE
famotidine	0.222786885245902	0.9165	0.978361003236246	0.2	5	0.932835820895522	FALSE
ampicillin	0.352950819672131	0.59322	0.895527721518987	0.25	4	0.61437908496732	FALSE
hesperetin	-0.372950819672131	0.38824	0.819463510466989	0.6	5	0.486772486772487	TRUE
diltiazem	-0.366393442622951	0.40998	0.833530923076923	0.2	5	0.666666666666667	FALSE
loperamide	-0.389672131147541	0.25002	0.764279325153374	0.5	6	0.447368421052632	FALSE
josamycin	-0.229180327868852	0.90126	0.97634794892916	0.2	5	0.933333333333333	FALSE
baclofen	-0.501639344262295	0.109	0.579245748987854	0.4	5	0.116402116402116	FALSE
lynestrenol	0.527868852459016	0.07888	0.508071666666667	0.4	5	0.11731843575419	FALSE
danazol	-0.234426229508197	0.94418	0.983433	0.5	4	0.931972789115646	FALSE
perphenazine	0.201639344262295	0.95743	0.987609038613081	0.4	5	0.989690721649485	FALSE
chlortetracycline	-0.569672131147541	0.0459	0.41724375	0.8	5	0.0182648401826484	TRUE
aciclovir	-0.367540983606557	0.31043	0.782256435272045	0.5	6	0.483443708609272	FALSE
guanabenz	0.531967213114754	0.07484	0.492552361809045	0.4	5	0.33879781420765	FALSE
lisuride	-0.487049180327869	0.1289	0.628465985130111	0.6	5	0.516393442622951	TRUE
glibenclamide	-0.280819672131148	0.82635	0.966955147190009	0.5	4	0.899497487437186	FALSE
albendazole	-0.324590163934426	0.81056	0.963305538461538	0.333333333333333	3	0.885714285714286	FALSE
labetalol	-0.352131147540984	0.59625	0.896401997703789	0.5	4	0.561151079136691	FALSE
oxybutynin	-0.348196721311475	0.60915	0.902010576923077	0.25	4	0.677018633540373	FALSE
benzydamine	0.356065573770492	0.58287	0.891537194412107	0.25	4	0.655629139072848	FALSE
oxytetracycline	-0.316994535519126	0.83646	0.969590196917808	0.333333333333333	3	0.875	FALSE
guanethidine	0.469508196721311	0.40747	0.833530923076923	0.333333333333333	3	0.32	FALSE
clonidine	-0.286885245901639	0.8086	0.963109554140127	0.25	4	0.681481481481481	FALSE
antazoline	0.261311475409836	0.87836	0.971422713567839	0.25	4	0.908496732026144	FALSE
vinpocetine	-0.430655737704918	0.34486	0.793359824253075	0.5	4	0.529100529100529	FALSE
cinnarizine	0.269344262295082	0.85784	0.969590196917808	0.25	4	0.823529411764706	FALSE
spiperone	-0.744262295081967	0.13138	0.635468782287823	1	2	0.184210526315789	TRUE
fipexide	0.313497267759563	0.84743	0.969590196917808	0.333333333333333	3	0.870229007633588	FALSE
pimozide	-0.637540983606557	0.04107	0.39529875	0.75	4	0.20353982300885	TRUE
mepacrine	0.539508196721311	0.42444	0.839546765578635	0	2	0.489583333333333	FALSE
bupropion	-0.245901639344262	0.91677	0.978361003236246	0.25	4	0.964705882352941	FALSE
etacrynic acid	-0.572295081967213	0.18539	0.699353054755043	0.666666666666667	3	0.197604790419162	TRUE
clomipramine	-0.404262295081967	0.42363	0.839546765578635	0.5	4	0.610687022900763	FALSE
methylprednisolone	-0.305081967213115	0.75333	0.951822814601345	0.25	4	0.822222222222222	FALSE
mepyramine	-0.335409836065574	0.65269	0.917182944325482	0.5	4	0.630952380952381	FALSE
mifepristone	0.267868852459016	0.8619	0.969590196917808	0.5	4	0.785714285714286	FALSE
amodiaquine	-0.369344262295082	0.53732	0.88220397755611	0.25	4	0.705882352941177	FALSE
alprenolol	-0.578852459016393	0.08592	0.51973935483871	0.75	4	0.0746268656716418	TRUE
praziquantel	-0.274426229508197	0.84403	0.969590196917808	0.25	4	0.8	FALSE
fendiline	-0.397650273224044	0.60064	0.897395535307517	0.333333333333333	3	0.552380952380952	FALSE
sulfinpyrazone	-0.460163934426229	0.2675	0.764279325153374	0.5	4	0.425641025641026	FALSE
diperodon	0.734262295081967	0.03744	0.381842403100775	1	3	0.0327868852459016	TRUE
mebeverine	-0.471147540983607	0.24261	0.764279325153374	0.25	4	0.220238095238095	FALSE
streptomycin	0.30655737704918	0.74852	0.951782796116505	0.5	4	0.829931972789116	FALSE
tremorine	-0.636885245901639	0.04164	0.39772731884058	0.75	4	0.0776255707762557	TRUE
furosemide	-0.36016393442623	0.56932	0.891537194412107	0.25	4	0.62589928057554	FALSE
chlortalidone	-0.440491803278689	0.31733	0.782256435272045	0.5	4	0.431952662721893	FALSE
bambuterol	-0.706885245901639	0.01479	0.201940520833333	0.75	4	0.0123456790123457	TRUE
ketotifen	0.235081967213115	0.94259	0.983433	0.25	4	0.978947368421053	FALSE
terbutaline	-0.43672131147541	0.32822	0.784816666666667	0	4	0.222972972972973	FALSE
alfuzosin	0.585081967213115	0.03686	0.381842403100775	0.6	5	0.0234375	TRUE
practolol	-0.415573770491803	0.38876	0.819463510466989	0.25	4	0.405128205128205	FALSE
methapyrilene	0.447213114754098	0.29987	0.777286792079208	0.25	4	0.172932330827068	FALSE
dobutamine	-0.415737704918033	0.38831	0.819463510466989	0.5	4	0.405797101449275	FALSE
betamethasone	0.315737704918033	0.84025	0.969590196917808	0.333333333333333	3	0.792899408284024	FALSE
debrisoquine	-0.289016393442623	0.80222	0.95790664845173	0.25	4	0.757575757575758	FALSE
betaxolol	-0.449344262295082	0.29416	0.774759436619718	0.5	4	0.464285714285714	FALSE
ketanserin	-0.319508196721311	0.70602	0.942079694189602	0.25	4	0.790322580645161	FALSE
zidovudine	0.542131147540984	0.12698	0.628465985130111	0.75	4	0.134969325153374	TRUE
desipramine	0.310163934426229	0.73648	0.948870393700787	0.5	4	0.878947368421053	FALSE
enoxacin	0.31983606557377	0.70478	0.942079694189602	0.5	4	0.72	FALSE
methotrexate	0.187622950819672	0.894	0.97634794892916	0.375	8	0.921686746987952	FALSE
nicardipine	-0.45655737704918	0.27605	0.764279325153374	0.5	4	0.167741935483871	FALSE
hemicholinium	0.344918032786885	0.62059	0.909689036954087	0.5	4	0.53030303030303	FALSE
phenylpropanolamine	0.358688524590164	0.57466	0.891537194412107	0.25	4	0.482993197278912	FALSE
sulfafurazole	0.29016393442623	0.70086	0.942079694189602	0.2	5	0.867647058823529	FALSE
clorgiline	-0.27016393442623	0.85561	0.969590196917808	0.5	4	0.856	FALSE
clopamide	-0.618360655737705	0.05322	0.446310636942675	0.5	4	0.0568181818181818	FALSE
metergoline	0.343114754098361	0.62663	0.909849224806202	0.5	4	0.781725888324873	FALSE
methylergometrine	-0.474590163934426	0.23467	0.762273250620347	0	4	0.384615384615385	FALSE
kanamycin	0.309344262295082	0.73914	0.950136172718351	0.5	4	0.76978417266187	FALSE
ascorbic acid	0.438032786885246	0.32422	0.783033173431734	0.25	4	0.333333333333333	FALSE
zaprinast	-0.294754098360656	0.78466	0.953153571428571	0.5	4	0.815950920245399	FALSE
clenbuterol	-0.365245901639344	0.4139	0.833530923076923	0.6	5	0.304635761589404	TRUE
hycanthone	0.296885245901639	0.77833	0.953153571428571	0.25	4	0.875647668393782	FALSE
brinzolamide	0.285737704918033	0.8119	0.963305538461538	0.25	4	0.818897637795276	FALSE
metitepine	0.476393442622951	0.23078	0.762273250620347	0.25	4	0.375634517766497	FALSE
amikacin	0.311967213114754	0.73075	0.947949287128713	0.25	4	0.769911504424779	FALSE
methyldopa	-0.43016393442623	0.23461	0.762273250620347	0.2	5	0.245901639344262	FALSE
chlormezanone	-0.259180327868852	0.88369	0.971422713567839	0.5	4	0.882758620689655	FALSE
maprotiline	-0.517540983606557	0.16017	0.673060447761194	0.25	4	0.201680672268908	FALSE
adenosine phosphate	-0.416229508196721	0.38709	0.819463510466989	0.5	4	0.350993377483444	FALSE
ambroxol	0.288524590163934	0.8035	0.95790664845173	0.5	4	0.934640522875817	FALSE
clofazimine	0.317704918032787	0.59196	0.895527721518987	0.2	5	0.840659340659341	FALSE
vanoxerine	-0.471639344262295	0.24171	0.764279325153374	0.5	4	0.206611570247934	FALSE
etoposide	-0.590819672131147	0.07488	0.492552361809045	0.5	4	0.188034188034188	FALSE
cefoperazone	0.591475409836066	0.15487	0.669620462046205	0.666666666666667	3	0.245098039215686	TRUE
8-azaguanine	-0.687213114754098	0.01993	0.235973783783784	0.75	4	0.111888111888112	TRUE
meticrane	0.275573770491803	0.75588	0.951822814601345	0.2	5	0.897196261682243	FALSE
sulfaphenazole	-0.288852459016393	0.80288	0.95790664845173	0.25	4	0.847290640394089	FALSE
procaine	-0.52344262295082	0.08316	0.518675666666667	0.6	5	0.34010152284264	TRUE
metrifonate	-0.31672131147541	0.59646	0.896401997703789	0.4	5	0.576530612244898	FALSE
morantel	0.325245901639344	0.56244	0.891537194412107	0.4	5	0.676470588235294	FALSE
todralazine	0.354262295081967	0.45349	0.847822129760226	0.6	5	0.354838709677419	TRUE
allantoin	0.53672131147541	0.0706	0.487789015544041	0.6	5	0.0364963503649635	TRUE
benzonatate	0.263606557377049	0.7991	0.95790664845173	0.4	5	0.822222222222222	FALSE
dexpanthenol	0.382459016393443	0.49259	0.86198261682243	0.5	4	0.45985401459854	FALSE
epirizole	0.228196721311476	0.90341	0.97634794892916	0.2	5	0.895652173913044	FALSE
moxisylyte	0.331967213114754	0.53695	0.88220397755611	0.6	5	0.448051948051948	TRUE
homatropine	0.536885245901639	0.07041	0.487789015544041	0.8	5	0.0844155844155844	TRUE
imipramine	0.216393442622951	0.97362	0.991630969743987	0.25	4	0.982857142857143	FALSE
acetazolamide	0.234098360655738	0.94473	0.983433	0.25	4	0.916030534351145	FALSE
hydroflumethiazide	-0.30016393442623	0.66125	0.921806443024494	0.2	5	0.685567010309278	FALSE
sulfadiazine	-0.241311475409836	0.86919	0.969917797619048	0.4	5	0.884210526315789	FALSE
diprophylline	0.628032786885246	0.01947	0.235259724770642	0.8	5	0.0248447204968944	TRUE
betazole	-0.38983606557377	0.33487	0.784816666666667	0.4	5	0.328671328671329	FALSE
triflupromazine	-0.297049180327869	0.77787	0.953153571428571	0.5	4	0.801724137931034	FALSE
sulfacetamide	0.251967213114754	0.90097	0.97634794892916	0.25	4	0.854700854700855	FALSE
noretynodrel	-0.656065573770492	0.03158	0.344485166666667	0.75	4	0.0220588235294118	TRUE
triamterene	-0.274098360655738	0.76123	0.953153571428571	0.4	5	0.748466257668712	FALSE
isoxicam	0.310819672131148	0.6194	0.909689036954087	0.4	5	0.847560975609756	FALSE
mefenamic acid	0.352786885245902	0.45829	0.847822129760226	0.2	5	0.248366013071895	FALSE
atracurium besilate	0.337486338797814	0.76598	0.953153571428571	0.333333333333333	3	0.861271676300578	FALSE
heptaminol	-0.41	0.28131	0.764279325153374	0.4	5	0.616438356164384	FALSE
thiamphenicol	-0.41327868852459	0.27296	0.764279325153374	0.2	5	0.593333333333333	FALSE
dapsone	0.301147540983607	0.65786	0.920020021367521	0.2	5	0.861878453038674	FALSE
naproxen	0.158142076502732	0.95312	0.986272	0.333333333333333	9	0.987421383647799	FALSE
acetohexamide	-0.601803278688525	0.06567	0.486178870056497	0.25	4	0.034965034965035	FALSE
diphenhydramine	-0.350163934426229	0.46813	0.848933508287293	0.4	5	0.592592592592593	FALSE
adiphenine	0.483114754098361	0.13456	0.638172688172043	0.2	5	0.664893617021277	FALSE
piracetam	0.326065573770492	0.68391	0.933716934306569	0.5	4	0.540540540540541	FALSE
molsidomine	0.521475409836066	0.15464	0.669620462046205	0.25	4	0.152866242038217	FALSE
dirithromycin	-0.295792349726776	0.89673	0.97634794892916	0.333333333333333	3	0.905555555555556	FALSE
dosulepin	0.408196721311475	0.41128	0.833530923076923	0.25	4	0.523076923076923	FALSE
artemisinin	-0.324426229508197	0.81123	0.963305538461538	0.333333333333333	3	0.868263473053892	FALSE
budesonide	-0.305737704918033	0.751	0.951822814601345	0.25	4	0.804232804232804	FALSE
triflusal	-0.264699453551913	0.95489	0.987323072669826	0.333333333333333	3	0.953846153846154	FALSE
phenindione	0.214754098360656	0.97541	0.991630969743987	0.25	4	1	FALSE
chloroquine	-0.306393442622951	0.74892	0.951782796116505	0.25	4	0.744318181818182	FALSE
gliclazide	-0.378688524590164	0.50475	0.866575111111111	0.5	4	0.76	FALSE
ceftazidime	-0.537158469945355	0.25113	0.764279325153374	0.666666666666667	3	0.176100628930818	TRUE
propafenone	-0.483606557377049	0.21636	0.735624	0.75	4	0.364197530864198	TRUE
bromperidol	-0.409016393442623	0.56875	0.891537194412107	0.333333333333333	3	0.626506024096386	FALSE
imipenem	-0.309180327868852	0.73964	0.950136172718351	0.5	4	0.87292817679558	FALSE
mesoridazine	0.352950819672131	0.59322	0.895527721518987	0.5	4	0.503875968992248	FALSE
thiocolchicoside	0.327704918032787	0.67843	0.929910858638743	0	4	0.695945945945946	FALSE
trimetazidine	-0.435409836065574	0.33166	0.784816666666667	0.5	4	0.630434782608696	FALSE
Prestwick-559	-0.332568306010929	0.77971	0.953153571428571	0.333333333333333	3	0.847560975609756	FALSE
iobenguane	0.264590163934426	0.8699	0.969917797619048	0.25	4	0.820754716981132	FALSE
etamivan	0.433934426229508	0.33594	0.784816666666667	0.25	4	0.258928571428571	FALSE
cyclizine	0.313770491803279	0.72508	0.94732186440678	0.5	4	0.701986754966887	FALSE
Trolox C	0.516885245901639	0.16102	0.673060447761194	0.5	4	0.0569105691056911	FALSE
clorsulon	-0.275901639344262	0.83981	0.969590196917808	0.5	4	0.873239436619718	FALSE
parthenolide	-0.644754098360656	0.03708	0.381842403100775	0.25	4	0.23448275862069	FALSE
prenylamine	-0.388688524590164	0.47209	0.851192575757576	0	4	0.605504587155963	FALSE
tubocurarine chloride	-0.427540983606557	0.35351	0.800596176470588	0.5	4	0.401015228426396	FALSE
tetracaine	0.295355191256831	0.89785	0.97634794892916	0.333333333333333	3	0.929411764705882	FALSE
hydrastine hydrochloride	0.488688524590164	0.2065	0.72275	0.25	4	0.131386861313869	FALSE
laudanosine	0.437868852459016	0.32497	0.7830659375	0.25	4	0.209302325581395	FALSE
scoulerine	0.594098360655738	0.07192	0.487789015544041	0	4	0.0829015544041451	FALSE
10-methoxyharmalan	0.334918032786885	0.65443	0.917182944325482	0.25	4	0.672413793103448	FALSE
thiamine	-0.42224043715847	0.53163	0.879376944444444	0.666666666666667	3	0.579787234042553	TRUE
dihydroergocristine	-0.446229508196721	0.30245	0.780256581532417	0.5	4	0.430769230769231	FALSE
mometasone	-0.335081967213115	0.65354	0.917182944325482	0.25	4	0.658119658119658	FALSE
lobelanidine	-0.252622950819672	0.89925	0.97634794892916	0.25	4	0.914110429447853	FALSE
raubasine	-0.553606557377049	0.11292	0.59124912	0.75	4	0.0445859872611465	TRUE
ajmaline	-0.39551912568306	0.60652	0.900152698412698	0.333333333333333	3	0.773049645390071	FALSE
harmol	-0.47344262295082	0.23761	0.764279325153374	0.5	4	0.453551912568306	FALSE
stachydrine	-0.32344262295082	0.69271	0.941596458982347	0.5	4	0.625	FALSE
dipivefrine	-0.31016393442623	0.73615	0.948870393700787	0.5	4	0.763157894736842	FALSE
noscapine	-0.299180327868853	0.77145	0.953153571428571	0.25	4	0.673913043478261	FALSE
tomatidine	0.273934426229508	0.84528	0.969590196917808	0.5	4	0.86986301369863	FALSE
papaverine	-0.357049180327869	0.57978	0.891537194412107	0.5	4	0.566037735849057	FALSE
tetrahydroalstonine	0.361967213114754	0.5631	0.891537194412107	0.25	4	0.628048780487805	FALSE
monocrotaline	0.359180327868852	0.57287	0.891537194412107	0.5	4	0.568	FALSE
harmine	-0.343770491803279	0.62437	0.909849224806202	0.25	4	0.834254143646409	FALSE
pyridoxine	-0.336393442622951	0.64944	0.914976924731183	0.25	4	0.838150289017341	FALSE
syrosingopine	-0.51655737704918	0.16134	0.673060447761194	0.75	4	0.237113402061856	TRUE
dacarbazine	-0.365573770491803	0.55038	0.888715770653514	0.25	4	0.782383419689119	FALSE
piperlongumine	-0.452622950819672	0.67298	0.924376516264428	0.5	2	0.791139240506329	FALSE
ellipticine	0.443934426229508	0.30808	0.782256435272045	0.5	4	0.607734806629834	FALSE
cytisine	0.575737704918033	0.08898	0.530409147982063	0.5	4	0.111801242236025	FALSE
riboflavin	0.243934426229508	0.92195	0.978361003236246	0.25	4	0.958677685950413	FALSE
atropine	0.380655737704918	0.49831	0.862506662269129	0.5	4	0.532258064516129	FALSE
ipratropium bromide	-0.331366120218579	0.78484	0.953153571428571	0.333333333333333	3	0.890547263681592	FALSE
lobeline	0.281311475409836	0.82448	0.966955147190009	0.5	4	0.698529411764706	FALSE
calycanthine	0.555573770491803	0.11045	0.582980040322581	0.75	4	0.100591715976331	TRUE
hydrocotarnine	0.375737704918033	0.51477	0.869868503225806	0.5	4	0.630769230769231	FALSE
"1,4-chrysenequinone"	-0.390655737704918	0.84324	0.969590196917808	0.5	2	0.890625	FALSE
pseudopelletierine	-0.4	0.43691	0.840385666178624	0.25	4	0.586206896551724	FALSE
hydroquinine	0.311967213114754	0.73045	0.947949287128713	0.25	4	0.789473684210526	FALSE
physostigmine	-0.361475409836066	0.56474	0.891537194412107	0.5	4	0.534591194968553	FALSE
acepromazine	0.314098360655738	0.72403	0.94732186440678	0.5	4	0.757352941176471	FALSE
berberine	-0.294918032786885	0.78414	0.953153571428571	0.25	4	0.86046511627907	FALSE
convolamine	-0.246065573770492	0.91614	0.978361003236246	0.25	4	0.897297297297297	FALSE
cinchonidine	-0.600491803278689	0.06659	0.486962625698324	0.5	4	0.0408163265306122	FALSE
demecarium bromide	0.579344262295082	0.08547	0.51973935483871	0.75	4	0.15	TRUE
racecadotril	-0.258196721311475	0.88608	0.971422713567839	0.5	4	0.904458598726115	FALSE
epivincamine	-0.377049180327869	0.51051	0.869868503225806	0.5	4	0.597989949748744	FALSE
aconitine	-0.478032786885246	0.22727	0.762273250620347	0.5	4	0.238993710691824	FALSE
(+)-chelidonine	0.507213114754098	0.17468	0.6775615	0.25	4	0.208791208791209	FALSE
isocorydine	-0.436393442622951	0.3292	0.784816666666667	0.5	4	0.217687074829932	FALSE
vinburnine	-0.340983606557377	0.63347	0.912021666666667	0.5	4	0.631205673758865	FALSE
quipazine	-0.582622950819672	0.08231	0.518675666666667	0.75	4	0.0943396226415094	TRUE
folic acid	-0.309672131147541	0.73808	0.949996774827925	0.5	4	0.845588235294118	FALSE
chloramphenicol	0.435737704918033	0.3309	0.784816666666667	0.5	4	0.381944444444444	FALSE
isoflupredone	-0.237431693989071	0.98352	0.994013050847458	0.333333333333333	3	0.983333333333333	FALSE
canrenoic acid	-0.392295081967213	0.46105	0.848239353932584	0.5	4	0.541436464088398	FALSE
ursolic acid	0.346393442622951	0.61564	0.907514369369369	0.5	4	0.72	FALSE
gentamicin	-0.388032786885246	0.47434	0.854072984869326	0.25	4	0.684210526315789	FALSE
methocarbamol	-0.555245901639344	0.21581	0.735624	0.333333333333333	3	0.25531914893617	FALSE
aceclofenac	-0.362131147540984	0.56256	0.891537194412107	0.5	4	0.587878787878788	FALSE
retrorsine	0.417377049180328	0.384	0.819463510466989	0.5	4	0.326388888888889	FALSE
rescinnamine	0.496229508196721	0.34172	0.787520211267606	0.333333333333333	3	0.436842105263158	FALSE
galantamine	0.375737704918033	0.51477	0.869868503225806	0.25	4	0.5078125	FALSE
xylazine	0.375901639344262	0.51412	0.869868503225806	0.25	4	0.573770491803279	FALSE
cinchonine	0.303934426229508	0.75695	0.951822814601345	0.25	4	0.926666666666667	FALSE
sparteine	0.604918032786885	0.06302	0.485716	0.5	4	0.00719424460431655	FALSE
conessine	-0.386393442622951	0.47961	0.857279864682003	0.5	4	0.384615384615385	FALSE
co-dergocrine mesilate	-0.734590163934426	0.00975	0.159534375	1	4	0.0378787878787879	TRUE
palmatine	0.602295081967213	0.06527	0.486178870056497	0	4	0.0165289256198347	FALSE
bicuculline	0.448688524590164	0.29596	0.77613228	0.5	4	0.281481481481481	FALSE
seneciphylline	0.454590163934426	0.28069	0.764279325153374	0.25	4	0.25	FALSE
canavanine	-0.341748633879781	0.75476	0.951822814601345	0.333333333333333	3	0.78974358974359	FALSE
diflorasone	0.327049180327869	0.6805	0.931772489539749	0.5	4	0.675496688741722	FALSE
gramine	0.591475409836066	0.07433	0.492552361809045	0.75	4	0.0232558139534884	TRUE
protoveratrine A	0.471967213114754	0.24102	0.764279325153374	0.75	4	0.207407407407407	TRUE
emetine	-0.561639344262295	0.10392	0.564608091286307	0.5	4	0.541176470588235	FALSE
trimethylcolchicinic acid	0.438524590163934	0.32295	0.782854722222222	0.25	4	0.259493670886076	FALSE
