	enrichment	p	FDR	nonNull	instanceCount	specificity	reliable
gemfibrozil	-0.377868852459016	0.37198	0.733315993975904	0.2	5	0.476190476190476	FALSE
oxymetazoline	-0.353606557377049	0.59099	0.857967596899225	0.25	4	0.620481927710843	FALSE
chlorphenesin	-0.559344262295082	0.10629	0.448877916666667	0	4	0.184466019417476	FALSE
ethosuximide	0.318196721311475	0.71048	0.916019043902439	0.5	4	0.702898550724638	FALSE
aztreonam	0.270819672131148	0.77353	0.934645285451197	0.6	5	0.739130434782609	TRUE
hydrastinine	-0.444754098360656	0.2028	0.589922666666667	0.6	5	0.209756097560976	TRUE
tolfenamic acid	0.430655737704918	0.34486	0.710770534591195	0.5	4	0.366197183098592	FALSE
mefexamide	-0.494918032786885	0.19497	0.579328532731377	0.25	4	0.174496644295302	FALSE
nifenazone	-0.478360655737705	0.14225	0.511442438356164	0.4	5	0.164473684210526	FALSE
metampicillin	-0.609180327868852	0.02573	0.21590108974359	0.4	5	0.0869565217391304	FALSE
mafenide	-0.571967213114754	0.0445	0.294194444444444	0.6	5	0.0535714285714286	TRUE
iproniazid	-0.395409836065574	0.31995	0.6889675	0.6	5	0.462686567164179	TRUE
cloxacillin	-0.50672131147541	0.17547	0.552139975961538	0.5	4	0.303030303030303	FALSE
pentoxifylline	-0.474098360655738	0.14866	0.521704932975871	0.6	5	0.276119402985075	TRUE
meclofenamic acid	-0.390655737704918	0.33224	0.69695858974359	0.6	5	0.532374100719424	TRUE
sulfathiazole	-0.419672131147541	0.25855	0.647567055449331	0.4	5	0.251336898395722	FALSE
cimetidine	-0.406885245901639	0.28901	0.678057316636852	0.6	5	0.284671532846715	TRUE
troleandomycin	-0.237377049180328	0.93794	0.979171509134234	0.5	4	0.949438202247191	FALSE
naphazoline	-0.255409836065574	0.82646	0.947381592300962	0.6	5	0.864130434782609	TRUE
sulpiride	-0.461803278688525	0.16975	0.544883251833741	0.2	5	0.173469387755102	FALSE
minaprine	-0.535245901639344	0.07167	0.382696260162602	0.4	5	0.0849056603773585	FALSE
cinchocaine	0.507213114754098	0.10163	0.446451627906977	0.8	5	0.148760330578512	TRUE
amiloride	0.452131147540984	0.18791	0.574304942528736	0.8	5	0.141666666666667	TRUE
levodopa	-0.268360655737705	0.78212	0.93582731261426	0.4	5	0.853535353535353	FALSE
doxylamine	-0.318360655737705	0.58994	0.857967596899225	0.4	5	0.711229946524064	FALSE
pyrimethamine	0.257540983606557	0.81886	0.947381592300962	0.4	5	0.839506172839506	FALSE
ticlopidine	-0.294426229508197	0.68468	0.908971724137931	0.6	5	0.63448275862069	TRUE
oxybuprocaine	-0.325409836065574	0.6862	0.909145546558705	0.5	4	0.747191011235955	FALSE
miconazole	-0.297049180327869	0.67447	0.904591424180328	0.6	5	0.689922480620155	TRUE
prednisone	-0.417868852459016	0.26243	0.653081501901141	0.2	5	0.345070422535211	FALSE
amprolium	0.315081967213115	0.60227	0.864155060240964	0.6	5	0.669230769230769	TRUE
idoxuridine	0.352295081967213	0.45955	0.789797690288714	0.6	5	0.502994011976048	TRUE
ethambutol	0.322622950819672	0.57303	0.851532698412699	0.6	5	0.477611940298507	TRUE
hexamethonium bromide	0.368196721311475	0.40381	0.756311111111111	0.6	5	0.373015873015873	TRUE
dicycloverine	-0.566885245901639	0.04755	0.3051125	0.8	5	0.0687022900763359	TRUE
oxetacaine	0.356229508196721	0.44607	0.7806225	0.8	5	0.563636363636364	TRUE
isoxsuprine	0.245245901639344	0.85807	0.954414346349745	0.4	5	0.807228915662651	FALSE
hydrochlorothiazide	-0.506393442622951	0.10266	0.446451627906977	0.6	5	0.131428571428571	TRUE
captopril	-0.448852459016393	0.19463	0.579328532731377	0.6	5	0.227513227513228	TRUE
phenazone	-0.407978142076503	0.5719	0.851532698412699	0.333333333333333	3	0.670520231213873	FALSE
diflunisal	-0.372459016393443	0.39001	0.74962703649635	0.6	5	0.386138613861386	TRUE
amylocaine	-0.419508196721312	0.25873	0.647567055449331	0.4	5	0.227272727272727	FALSE
pheniramine	-0.371639344262295	0.39228	0.74962703649635	0.4	5	0.457831325301205	FALSE
acebutolol	-0.247704918032787	0.85114	0.954414346349745	0.4	5	0.886904761904762	FALSE
diphemanil metilsulfate	-0.348688524590164	0.4736	0.798894845360825	0.4	5	0.496551724137931	FALSE
sulfaguanidine	-0.241967213114754	0.86721	0.956341946082561	0.4	5	0.919354838709677	FALSE
minoxidil	-0.207377049180328	0.94791	0.983212511885896	0.4	5	0.949152542372881	FALSE
4-hydroxyphenazone	-0.261311475409836	0.80719	0.944246389633601	0.4	5	0.838509316770186	FALSE
niclosamide	-0.394918032786885	0.32109	0.6889675	0.4	5	0.479338842975207	FALSE
lidocaine	-0.414754098360656	0.26956	0.661826492537313	0.4	5	0.288135593220339	FALSE
tolazoline	-0.196229508196721	0.96645	0.993548425998434	0.4	5	0.947712418300654	FALSE
tolnaftate	-0.48672131147541	0.12938	0.491439224137931	0.6	5	0.320261437908497	TRUE
trimethobenzamide	-0.361147540983607	0.42863	0.772705034293553	0.4	5	0.664429530201342	FALSE
metronidazole	-0.43327868852459	0.22777	0.618570394190871	0.4	5	0.420689655172414	FALSE
khellin	-0.40672131147541	0.28942	0.678057316636852	0.6	5	0.458904109589041	TRUE
apomorphine	0.431475409836066	0.2315	0.620970286885246	0.8	5	0.25	TRUE
naloxone	0.47792349726776	0.08738	0.417552028985507	0.833333333333333	6	0.0840336134453782	TRUE
bromocriptine	0.271475409836066	0.77091	0.934645285451197	0.6	5	0.829787234042553	TRUE
glipizide	0.371147540983607	0.39422	0.750296729651163	0.6	5	0.265734265734266	TRUE
erythromycin	-0.303934426229508	0.64749	0.891521028331584	0.2	5	0.63855421686747	FALSE
cotinine	0.453114754098361	0.11996	0.471827874251497	0.833333333333333	6	0.136363636363636	TRUE
zimeldine	0.464262295081967	0.16506	0.543120175438596	0.8	5	0.207692307692308	TRUE
amoxapine	0.469672131147541	0.15568	0.536483315789474	0.6	5	0.205128205128205	TRUE
metolazone	-0.481475409836066	0.13722	0.507403898305085	0.4	5	0.167597765363128	FALSE
metanephrine	-0.300655737704918	0.65987	0.892265680412371	0.4	5	0.681528662420382	FALSE
loxapine	-0.282459016393443	0.82193	0.947381592300962	0.5	4	0.790322580645161	FALSE
dipyridamole	0.361912568306011	0.3273	0.691722048387097	0.666666666666667	6	0.570469798657718	TRUE
oleandomycin	-0.31016393442623	0.62217	0.872905176848875	0.4	5	0.679347826086957	FALSE
edrophonium chloride	-0.254098360655738	0.83102	0.947845311958405	0.4	5	0.881188118811881	FALSE
azacyclonol	-0.619016393442623	0.02225	0.19948801369863	0.8	5	0.0392156862745098	TRUE
cyproheptadine	-0.423606557377049	0.24931	0.640359726027397	0.2	5	0.182539682539683	FALSE
ciprofloxacin	-0.177213114754098	0.98903	0.997021666666667	0.4	5	0.978142076502732	FALSE
dehydrocholic acid	-0.431803278688525	0.23124	0.620970286885246	0.6	5	0.173913043478261	TRUE
hydroxyzine	0.187868852459016	0.97874	0.994697717391304	0.6	5	0.981132075471698	TRUE
chlorhexidine	-0.533934426229508	0.07304	0.38453184	0.4	5	0.135338345864662	FALSE
midecamycin	0.280163934426229	0.7395	0.924817128060264	0.6	5	0.621848739495798	TRUE
moroxydine	-0.331147540983606	0.54015	0.836753076923077	0.4	5	0.724550898203593	FALSE
famotidine	0.191311475409836	0.9743	0.994697717391304	0.4	5	0.970149253731343	FALSE
ampicillin	-0.419180327868853	0.37825	0.737130625	0.25	4	0.327044025157233	FALSE
hesperetin	0.29327868852459	0.68946	0.909432683417085	0.6	5	0.715447154471545	TRUE
diltiazem	-0.408852459016393	0.28393	0.6757534	0.4	5	0.546875	FALSE
loperamide	-0.521475409836066	0.04836	0.305812753623188	0.5	6	0.201754385964912	FALSE
josamycin	-0.331475409836066	0.53886	0.836753076923077	0.6	5	0.64	TRUE
baclofen	-0.548688524590164	0.0604	0.347780042735043	0.6	5	0.0740740740740741	TRUE
lynestrenol	0.336065573770492	0.52078	0.832072839805825	0.4	5	0.625698324022346	FALSE
danazol	0.294426229508197	0.78574	0.936783535811423	0.5	4	0.775757575757576	FALSE
perphenazine	0.410983606557377	0.27849	0.667661923076923	0.4	5	0.628865979381443	FALSE
chlortetracycline	0.404918032786885	0.29403	0.682420691489362	0.2	5	0.118279569892473	FALSE
aciclovir	-0.424699453551913	0.16923	0.544883251833741	0.5	6	0.350993377483444	FALSE
guanabenz	-0.440327868852459	0.21188	0.600788774193548	0.2	5	0.387596899224806	FALSE
lisuride	-0.810327868852459	5e-04	0.0102265625	1	5	0.00819672131147541	TRUE
glibenclamide	0.416393442622951	0.38647	0.745050412371134	0.75	4	0.442477876106195	TRUE
albendazole	-0.279945355191257	0.93005	0.977295617977528	0.333333333333333	3	0.964285714285714	FALSE
labetalol	0.230983606557377	0.9513	0.985167484177215	0.25	4	0.936416184971098	FALSE
oxybutynin	-0.408852459016393	0.4092	0.76085625	0.25	4	0.440993788819876	FALSE
benzydamine	0.399180327868852	0.43951	0.7806225	0.75	4	0.503311258278146	TRUE
oxytetracycline	0.449016393442623	0.45972	0.789797690288714	0.666666666666667	3	0.458333333333333	TRUE
guanethidine	0.431967213114754	0.5053	0.8276643375	0.333333333333333	3	0.44	FALSE
clonidine	0.304262295081967	0.75586	0.928162045028143	0.5	4	0.790960451977401	FALSE
antazoline	-0.285409836065574	0.81318	0.945479307282416	0.5	4	0.823899371069182	FALSE
vinpocetine	0.319344262295082	0.70657	0.916019043902439	0.75	4	0.682926829268293	TRUE
cinnarizine	-0.293606557377049	0.78813	0.936783535811423	0.5	4	0.823863636363636	FALSE
spiperone	-0.476229508196721	0.59186	0.857967596899225	0.5	2	0.552631578947368	FALSE
fipexide	0.492950819672131	0.34949	0.711481197511664	0.666666666666667	3	0.312977099236641	TRUE
pimozide	-0.262459016393443	0.87528	0.959980642201835	0.25	4	0.938053097345133	FALSE
mepacrine	0.500655737704918	0.49832	0.821537632241814	0.5	2	0.59375	FALSE
bupropion	0.398524590163934	0.44175	0.7806225	0.75	4	0.443661971830986	TRUE
etacrynic acid	0.446502732240437	0.46662	0.794285539661899	0.666666666666667	3	0.593103448275862	TRUE
clomipramine	-0.371803278688525	0.5288	0.832210467065868	0.25	4	0.694656488549618	FALSE
methylprednisolone	-0.430983606557377	0.34373	0.709688596214511	0.25	4	0.472222222222222	FALSE
mepyramine	0.279344262295082	0.83023	0.947845311958405	0.5	4	0.819444444444444	FALSE
mifepristone	0.378360655737705	0.50583	0.8276643375	0.75	4	0.409090909090909	TRUE
amodiaquine	-0.27327868852459	0.84701	0.953129682130584	0.5	4	0.92156862745098	FALSE
alprenolol	-0.608032786885246	0.06061	0.347780042735043	0.5	4	0.0398009950248756	FALSE
praziquantel	0.225081967213115	0.96133	0.990775102201258	0.5	4	0.973684210526316	FALSE
fendiline	-0.586229508196721	0.1631	0.543120175438596	0.333333333333333	3	0.285714285714286	FALSE
sulfinpyrazone	0.538360655737705	0.13157	0.493481747851003	0.75	4	0.0598290598290598	TRUE
diperodon	-0.357322404371585	0.71244	0.916019043902439	0.333333333333333	3	0.651162790697674	FALSE
mebeverine	-0.622950819672131	0.0501	0.313784210526316	0.25	4	0.0535714285714286	FALSE
streptomycin	-0.271147540983607	0.85315	0.954414346349745	0.5	4	0.854545454545454	FALSE
tremorine	0.309016393442623	0.74031	0.924817128060264	0.75	4	0.634408602150538	TRUE
furosemide	-0.396885245901639	0.4468	0.780856074766355	0.25	4	0.510791366906475	FALSE
chlortalidone	-0.699180327868852	0.01668	0.169256744186047	0.5	4	0.00591715976331361	FALSE
bambuterol	-0.402131147540984	0.4301	0.772705034293553	0.25	4	0.506172839506173	FALSE
ketotifen	-0.417377049180328	0.384	0.743573964497041	0.5	4	0.565573770491803	FALSE
terbutaline	-0.267868852459016	0.8619	0.956341946082561	0.5	4	0.777027027027027	FALSE
alfuzosin	0.277868852459016	0.74775	0.924817128060264	0.6	5	0.6796875	TRUE
practolol	-0.422459016393443	0.3682	0.731371471927162	0.5	4	0.374358974358974	FALSE
methapyrilene	0.200655737704918	0.98767	0.997021666666667	0.5	4	0.992481203007519	FALSE
dobutamine	-0.351803278688525	0.59756	0.860577694840834	0.25	4	0.58695652173913	FALSE
betamethasone	-0.405027322404372	0.58038	0.853615078651686	0.333333333333333	3	0.520833333333333	FALSE
debrisoquine	-0.473114754098361	0.23829	0.629349254032258	0.5	4	0.181818181818182	FALSE
betaxolol	0.580983606557377	0.0839	0.409795149253731	1	4	0.0689655172413793	TRUE
ketanserin	-0.239836065573771	0.93208	0.978422389735365	0.25	4	0.956989247311828	FALSE
zidovudine	-0.387377049180328	0.47656	0.801821388174807	0.25	4	0.483221476510067	FALSE
desipramine	0.298360655737705	0.7739	0.934645285451197	0.5	4	0.894736842105263	FALSE
enoxacin	0.308688524590164	0.74148	0.924817128060264	0.5	4	0.746666666666667	FALSE
methotrexate	0.632704918032787	0.0015	0.0258355263157895	0.875	8	0.0180722891566265	TRUE
nicardipine	-0.311475409836066	0.73203	0.9222591626564	0.5	4	0.664516129032258	FALSE
hemicholinium	-0.327868852459016	0.67782	0.905342790224033	0.5	4	0.716666666666667	FALSE
phenylpropanolamine	0.264262295081967	0.87089	0.958784701429773	0.25	4	0.816326530612245	FALSE
sulfafurazole	-0.394754098360656	0.32179	0.6889675	0.4	5	0.551136363636364	FALSE
clorgiline	0.407377049180328	0.41359	0.763157938718663	0.5	4	0.550802139037433	FALSE
clopamide	-0.381311475409836	0.49596	0.819711666666667	0.25	4	0.5	FALSE
metergoline	-0.431475409836066	0.34256	0.709155402843602	0.5	4	0.278260869565217	FALSE
methylergometrine	0.480655737704918	0.22225	0.609944707112971	0.5	4	0.195804195804196	FALSE
kanamycin	0.442622950819672	0.31167	0.6889675	0.75	4	0.302158273381295	TRUE
ascorbic acid	0.502622950819672	0.18196	0.564231607565012	0.5	4	0.201388888888889	FALSE
zaprinast	-0.465081967213115	0.2559	0.646429094412331	0.25	4	0.331288343558282	FALSE
clenbuterol	-0.344262295081967	0.48953	0.814224612452351	0.4	5	0.357615894039735	FALSE
hycanthone	-0.422950819672131	0.3666	0.730254893617021	0.25	4	0.378151260504202	FALSE
brinzolamide	-0.358852459016393	0.57376	0.851532698412699	0.25	4	0.578378378378378	FALSE
metitepine	-0.481147540983607	0.22137	0.609944707112971	0	4	0.28695652173913	FALSE
amikacin	0.502459016393443	0.18233	0.564231607565012	0.75	4	0.0973451327433628	TRUE
methyldopa	-0.214262295081967	0.93435	0.97845132	0.4	5	0.972677595628415	FALSE
chlormezanone	-0.352622950819672	0.59457	0.859042086092715	0.25	4	0.586206896551724	FALSE
maprotiline	-0.632622950819672	0.04421	0.293760862944162	0.75	4	0.0420168067226891	TRUE
adenosine phosphate	-0.470655737704918	0.24357	0.636393473053892	0.25	4	0.225165562913907	FALSE
ambroxol	-0.629344262295082	0.04617	0.300679253731343	0.5	4	0.138364779874214	FALSE
clofazimine	-0.717213114754098	0.00401	0.0589785393258427	0.8	5	0.00769230769230769	TRUE
vanoxerine	-0.288524590163934	0.80389	0.942913987455197	0.25	4	0.834710743801653	FALSE
etoposide	-0.398196721311475	0.4429	0.7806225	0.25	4	0.555555555555556	FALSE
cefoperazone	-0.308524590163934	0.86225	0.956341946082561	0.333333333333333	3	0.851851851851852	FALSE
8-azaguanine	0.384098360655738	0.48712	0.812397082802548	0.5	4	0.816568047337278	FALSE
meticrane	0.48016393442623	0.13949	0.508613955431755	0.8	5	0.429906542056075	TRUE
sulfaphenazole	0.482786885245902	0.21794	0.606986085106383	0.75	4	0.165137614678899	TRUE
procaine	-0.380327868852459	0.36425	0.727213353658537	0.2	5	0.629441624365482	FALSE
metrifonate	0.289016393442623	0.70565	0.916019043902439	0.6	5	0.538461538461538	TRUE
morantel	0.395245901639344	0.3201	0.6889675	0.8	5	0.441176470588235	TRUE
todralazine	0.352459016393443	0.45922	0.789797690288714	0.6	5	0.354838709677419	TRUE
allantoin	0.247049180327869	0.85323	0.954414346349745	0.4	5	0.773722627737226	FALSE
benzonatate	0.403114754098361	0.29882	0.684475190972222	0.6	5	0.148148148148148	TRUE
dexpanthenol	0.334098360655738	0.65695	0.892265680412371	0.5	4	0.64963503649635	FALSE
epirizole	0.371803278688525	0.39172	0.74962703649635	0.8	5	0.330434782608696	TRUE
moxisylyte	0.405409836065574	0.29273	0.681821298932384	0.6	5	0.201298701298701	TRUE
homatropine	-0.291803278688525	0.69506	0.913487489959839	0.4	5	0.778481012658228	FALSE
imipramine	0.465737704918033	0.25441	0.644144468085106	0.75	4	0.28	TRUE
acetazolamide	0.42016393442623	0.37506	0.736528053892216	0.75	4	0.312977099236641	TRUE
hydroflumethiazide	0.46344262295082	0.16645	0.544707625	0.6	5	0.110169491525424	TRUE
sulfadiazine	0.227049180327869	0.90629	0.9684356	0.6	5	0.836065573770492	TRUE
diprophylline	-0.515901639344262	0.09135	0.422534098939929	0.6	5	0.105960264900662	TRUE
betazole	-0.432131147540984	0.23032	0.620970286885246	0.2	5	0.195804195804196	FALSE
triflupromazine	-0.341967213114754	0.63004	0.87959776119403	0.25	4	0.655172413793103	FALSE
sulfacetamide	0.402459016393443	0.42919	0.772705034293553	0.75	4	0.316239316239316	TRUE
noretynodrel	-0.261803278688525	0.877	0.959980642201835	0.5	4	0.875	FALSE
triamterene	-0.420655737704918	0.2563	0.646429094412331	0.6	5	0.245398773006135	TRUE
isoxicam	-0.221639344262295	0.91885	0.974160979757085	0.4	5	0.986486486486487	FALSE
mefenamic acid	0.326885245901639	0.5568	0.84440336416185	0.4	5	0.352941176470588	FALSE
atracurium besilate	0.428688524590164	0.51414	0.831893740740741	0.333333333333333	3	0.69364161849711	FALSE
heptaminol	-0.553114754098361	0.05698	0.338740769230769	0.6	5	0.280821917808219	TRUE
thiamphenicol	-0.524426229508197	0.08242	0.407123698113208	0.4	5	0.353333333333333	FALSE
dapsone	-0.543606557377049	0.06446	0.357534491525424	0.6	5	0.190839694656489	TRUE
naproxen	-0.250892531876138	0.54308	0.837775418138987	0.444444444444444	9	0.790849673202614	FALSE
acetohexamide	-0.333934426229508	0.65757	0.892265680412371	0.5	4	0.615384615384615	FALSE
diphenhydramine	-0.525573770491803	0.08132	0.405491368821293	0.6	5	0.251851851851852	TRUE
adiphenine	-0.529672131147541	0.07704	0.392394396887159	0.6	5	0.508064516129032	TRUE
piracetam	-0.367049180327869	0.5448	0.838992	0.25	4	0.481707317073171	FALSE
molsidomine	-0.419508196721311	0.37752	0.737130625	0.5	4	0.282051282051282	FALSE
dirithromycin	0.398196721311475	0.59892	0.860577694840834	0.333333333333333	3	0.416666666666667	FALSE
dosulepin	-0.352786885245902	0.59395	0.859042086092715	0.5	4	0.547008547008547	FALSE
artemisinin	0.375901639344262	0.66076	0.892265680412371	0.666666666666667	3	0.616438356164384	TRUE
budesonide	0.369672131147541	0.53593	0.836753076923077	0.75	4	0.612903225806452	TRUE
triflusal	0.685409836065574	0.06202	0.347780042735043	1	3	0.196581196581197	TRUE
phenindione	0.36344262295082	0.55799	0.84440336416185	0.5	4	0.62992125984252	FALSE
chloroquine	0.515901639344262	0.16217	0.541531964285714	0.5	4	0.139705882352941	FALSE
gliclazide	0.376229508196721	0.51343	0.831893740740741	0.5	4	0.678571428571429	FALSE
ceftazidime	-0.344371584699454	0.74787	0.924817128060264	0.333333333333333	3	0.679245283018868	FALSE
propafenone	0.421967213114754	0.3698	0.732327080181543	0.5	4	0.513333333333333	FALSE
bromperidol	0.360983606557377	0.70213	0.91523408142999	0.333333333333333	3	0.712328767123288	FALSE
imipenem	0.447213114754098	0.29987	0.684475190972222	0.5	4	0.33587786259542	FALSE
mesoridazine	-0.218032786885246	0.9715	0.9940116484375	0.5	4	0.972677595628415	FALSE
thiocolchicoside	0.434262295081967	0.33503	0.699448596491228	0.5	4	0.418918918918919	FALSE
trimetazidine	0.34983606557377	0.60387	0.864842264770241	0.5	4	0.6796875	FALSE
Prestwick-559	0.416010928961749	0.54912	0.841303617269545	0.666666666666667	3	0.648648648648649	TRUE
iobenguane	-0.31672131147541	0.71529	0.916019043902439	0.25	4	0.737864077669903	FALSE
etamivan	-0.397704918032787	0.44446	0.7806225	0.5	4	0.59	FALSE
cyclizine	0.362295081967213	0.56156	0.846868709677419	0.5	4	0.529801324503311	FALSE
Trolox C	0.333934426229508	0.65757	0.892265680412371	0.25	4	0.569105691056911	FALSE
clorsulon	-0.60655737704918	0.0617	0.347780042735043	0.5	4	0.133802816901408	FALSE
parthenolide	-0.682786885245902	0.02133	0.196626549295775	0.75	4	0.158620689655172	TRUE
prenylamine	-0.250491803278688	0.90437	0.967964292722813	0.25	4	0.990825688073395	FALSE
tubocurarine chloride	0.431475409836066	0.34256	0.709155402843602	0.5	4	0.217391304347826	FALSE
tetracaine	-0.494699453551913	0.34534	0.710770534591195	0.666666666666667	3	0.373239436619718	TRUE
hydrastine hydrochloride	0.456065573770492	0.27685	0.66739714548803	0.5	4	0.182481751824818	FALSE
laudanosine	0.251311475409836	0.90248	0.967523603603603	0.5	4	0.868217054263566	FALSE
scoulerine	0.301311475409836	0.76514	0.934645285451197	0.5	4	0.808290155440414	FALSE
10-methoxyharmalan	-0.27672131147541	0.83743	0.948068988764045	0.5	4	0.847826086956522	FALSE
thiamine	-0.434043715846995	0.49972	0.822680188442211	0.666666666666667	3	0.558510638297872	TRUE
dihydroergocristine	-0.440491803278689	0.31733	0.6889675	0.5	4	0.453846153846154	FALSE
mometasone	-0.45672131147541	0.2757	0.667081885397412	0.25	4	0.213675213675214	FALSE
lobelanidine	-0.592786885245902	0.07315	0.38453184	0.75	4	0.0552147239263804	TRUE
raubasine	0.317377049180328	0.7132	0.916019043902439	0.5	4	0.754838709677419	FALSE
ajmaline	-0.825409836065574	0.01069	0.128378073394495	1	3	0.0283687943262411	TRUE
harmol	-0.438196721311475	0.32397	0.6889675	0.25	4	0.568306010928962	FALSE
stachydrine	-0.362295081967213	0.56156	0.846868709677419	0.5	4	0.5375	FALSE
dipivefrine	-0.241639344262295	0.92747	0.977235844051447	0.25	4	0.940789473684211	FALSE
noscapine	-0.327868852459016	0.67768	0.905342790224033	0.5	4	0.550724637681159	FALSE
tomatidine	0.382459016393443	0.49259	0.817237401774398	0.75	4	0.547945205479452	TRUE
papaverine	-0.424426229508197	0.36255	0.725654357798165	0.25	4	0.415094339622642	FALSE
tetrahydroalstonine	-0.382786885245902	0.49148	0.816430609137056	0.5	4	0.398648648648649	FALSE
monocrotaline	0.301639344262295	0.7641	0.934645285451197	0.5	4	0.736	FALSE
harmine	0.425737704918033	0.35874	0.723307956989247	0.5	4	0.511450381679389	FALSE
pyridoxine	0.344918032786885	0.62059	0.871622650214592	0.5	4	0.654676258992806	FALSE
syrosingopine	-0.357049180327869	0.57978	0.853615078651686	0.25	4	0.608247422680412	FALSE
dacarbazine	0.414590163934426	0.3916	0.74962703649635	0.75	4	0.453781512605042	TRUE
piperlongumine	0.432295081967213	0.73693	0.924817128060264	0.5	2	0.779220779220779	FALSE
ellipticine	0.744754098360656	0.00834	0.107134660194175	1	4	0.116022099447514	TRUE
cytisine	-0.192622950819672	0.99198	0.997021666666667	0.5	4	1	FALSE
riboflavin	0.559672131147541	0.10594	0.448877916666667	0.75	4	0.15702479338843	TRUE
atropine	0.491475409836066	0.20144	0.587271625835189	0.75	4	0.274193548387097	TRUE
ipratropium bromide	0.602131147540984	0.13937	0.508613955431755	1	3	0.189189189189189	TRUE
lobeline	-0.286885245901639	0.8086	0.94505125	0.5	4	0.789772727272727	FALSE
calycanthine	-0.33655737704918	0.64898	0.891521028331584	0.25	4	0.657342657342657	FALSE
hydrocotarnine	0.676065573770492	0.02363	0.206211133333333	1	4	0.0384615384615385	TRUE
"1,4-chrysenequinone"	-0.459672131147541	0.65022	0.892178176100629	0	2	0.7421875	FALSE
pseudopelletierine	-0.526393442622951	0.14792	0.521704932975871	0.25	4	0.266009852216749	FALSE
hydroquinine	-0.489180327868852	0.2057	0.594395805739514	0.5	4	0.212765957446809	FALSE
physostigmine	0.330163934426229	0.67018	0.901476314168378	0.5	4	0.535947712418301	FALSE
acepromazine	0.379180327868852	0.50316	0.825358947368421	0.5	4	0.544117647058823	FALSE
berberine	0.365737704918033	0.54985	0.841303617269545	0.5	4	0.564285714285714	FALSE
convolamine	-0.172295081967213	0.99796	0.99796	0.5	4	0.994594594594595	FALSE
cinchonidine	-0.384754098360656	0.48477	0.810426475095785	0.5	4	0.387755102040816	FALSE
demecarium bromide	-0.32	0.70391	0.91523408142999	0.5	4	0.843023255813954	FALSE
racecadotril	-0.420163934426229	0.37535	0.736528053892216	0.5	4	0.388535031847134	FALSE
epivincamine	0.293606557377049	0.78813	0.936783535811423	0.5	4	0.769911504424779	FALSE
aconitine	-0.57655737704918	0.08804	0.417552028985507	0.5	4	0.119496855345912	FALSE
(+)-chelidonine	-0.641803278688525	0.03876	0.265637905759162	0.75	4	0.0538461538461538	TRUE
isocorydine	-0.574262295081967	0.09034	0.421628434163701	0.75	4	0.0272108843537415	TRUE
vinburnine	-0.46983606557377	0.24545	0.638755566600398	0.5	4	0.283687943262411	FALSE
quipazine	-0.308688524590164	0.74148	0.924817128060264	0.5	4	0.761006289308176	FALSE
folic acid	-0.270983606557377	0.85358	0.954414346349745	0.25	4	0.904411764705882	FALSE
chloramphenicol	0.460819672131148	0.26585	0.656003747645951	0.75	4	0.256944444444444	TRUE
isoflupredone	-0.880491803278688	0.0032	0.049742	1	3	0.108333333333333	TRUE
canrenoic acid	0.444590163934426	0.30637	0.687013151618399	0.5	4	0.290076335877863	FALSE
ursolic acid	-0.360655737704918	0.56767	0.850205983981693	0.25	4	0.678832116788321	FALSE
gentamicin	-0.606885245901639	0.06141	0.347780042735043	0.5	4	0.256578947368421	FALSE
methocarbamol	-0.244371584699454	0.97816	0.994697717391304	0.333333333333333	3	0.98936170212766	FALSE
aceclofenac	-0.64672131147541	0.03615	0.25323579787234	0.75	4	0.0121212121212121	TRUE
retrorsine	0.27	0.85623	0.954414346349745	0.5	4	0.784722222222222	FALSE
rescinnamine	0.511748633879781	0.3055	0.687013151618399	0.666666666666667	3	0.436842105263158	TRUE
galantamine	0.733606557377049	0.00995	0.12172476635514	1	4	0.015625	TRUE
xylazine	0.312295081967213	0.72969	0.9222591626564	0.5	4	0.786885245901639	FALSE
cinchonine	-0.23672131147541	0.9391	0.979171509134234	0.5	4	0.981481481481482	FALSE
sparteine	0.555409836065574	0.11073	0.463084888178914	0.75	4	0.0575539568345324	TRUE
conessine	0.420983606557377	0.37272	0.733669894736842	0.75	4	0.184615384615385	TRUE
co-dergocrine mesilate	-0.487213114754098	0.20936	0.59829	0.5	4	0.348484848484849	FALSE
palmatine	0.569180327868852	0.09567	0.431834586206897	0.75	4	0.0247933884297521	TRUE
bicuculline	0.285409836065574	0.81318	0.945479307282416	0.5	4	0.822222222222222	FALSE
seneciphylline	0.55327868852459	0.1134	0.468934842767296	0.75	4	0.0743243243243243	TRUE
canavanine	0.369945355191257	0.67719	0.905342790224033	0.666666666666667	3	0.606837606837607	TRUE
diflorasone	-0.195901639344262	0.99038	0.997021666666667	0.5	4	0.981366459627329	FALSE
gramine	-0.311639344262295	0.73142	0.9222591626564	0.5	4	0.693989071038251	FALSE
protoveratrine A	0.669016393442623	0.02629	0.217178742138365	1	4	0.0222222222222222	TRUE
emetine	-0.520819672131148	0.15549	0.536483315789474	0.5	4	0.6	FALSE
trimethylcolchicinic acid	0.469180327868852	0.24676	0.639055869565217	0.75	4	0.151898734177215	TRUE
yohimbic acid	-0.602786885245902	0.13843	0.508613955431755	0.666666666666667	3	0.270588235294118	TRUE
boldine	-0.29344262295082	0.78868	0.936783535811423	0.25	4	0.766081871345029	FALSE
